person,condition,trial,id,found,item_class,x,y,trial_p
1,conj_grid,3,13,6,1,0.24,0.336,3
1,conj_grid,3,16,7,1,0.685,0.373,3
1,conj_grid,3,9,8,1,0.118,0.267,3
1,conj_grid,3,1,9,1,0.22,0.016,3
1,conj_grid,3,2,10,1,0.375,0.08,3
1,conj_grid,3,6,11,1,0.44,0.141,3
1,conj_grid,3,3,12,1,0.562,0,3
1,conj_grid,3,22,13,2,0.36,0.725,3
1,conj_grid,3,23,14,2,0.46,0.705,3
1,conj_grid,3,19,15,2,0,0.58,3
1,conj_grid,3,14,16,2,0.46,0.371,3
1,conj_grid,3,15,17,2,0.586,0.357,3
1,conj_grid,3,5,18,2,0.017,0.149,3
1,conj_grid,3,10,19,2,0.339,0.255,3
1,conj_grid,3,11,20,2,0.482,0.257,3
1,conj_grid,3,12,21,2,0.565,0.269,3
1,conj_grid,3,7,22,2,0.594,0.147,3
1,conj_grid,3,8,23,2,0.672,0.133,3
1,conj_grid,3,4,24,2,0.698,0.05,3
1,conj_grid,4,23,1,1,0.314,0.668,4
1,conj_grid,4,19,2,1,0.045,0.598,4
1,conj_grid,4,21,3,1,0.689,0.567,4
1,conj_grid,4,13,4,1,0.136,0.371,4
1,conj_grid,4,15,5,1,0.369,0.35,4
1,conj_grid,4,14,6,1,0.238,0.333,4
1,conj_grid,4,11,7,1,0.57,0.247,4
1,conj_grid,4,6,8,1,0.038,0.126,4
1,conj_grid,4,7,9,1,0.104,0.122,4
1,conj_grid,4,4,10,1,0.472,0.047,4
1,conj_grid,4,3,11,1,0.325,0.022,4
1,conj_grid,4,1,12,1,0,0,4
1,conj_grid,4,22,13,2,0.121,0.677,4
1,conj_grid,4,24,14,2,0.665,0.678,4
1,conj_grid,4,20,15,2,0.452,0.577,4
1,conj_grid,4,18,16,2,0.554,0.465,4
1,conj_grid,4,16,17,2,0.593,0.378,4
1,conj_grid,4,17,18,2,0.672,0.362,4
1,conj_grid,4,10,19,2,0.308,0.26,4
1,conj_grid,4,12,20,2,0.687,0.202,4
1,conj_grid,4,8,21,2,0.242,0.134,4
1,conj_grid,4,2,22,2,0.233,0.057,4
1,conj_grid,4,5,23,2,0.534,0.018,4
1,conj_grid,4,9,24,2,0.678,0.13,4
1,conj_grid,5,22,1,1,0.031,0.685,5
1,conj_grid,5,19,2,1,0.045,0.579,5
1,conj_grid,5,20,3,1,0.392,0.59,5
1,conj_grid,5,16,4,1,0.182,0.432,5
1,conj_grid,5,11,5,1,0,0.355,5
1,conj_grid,5,12,6,1,0.152,0.341,5
1,conj_grid,5,13,7,1,0.362,0.352,5
1,conj_grid,5,14,8,1,0.497,0.359,5
1,conj_grid,5,18,9,1,0.699,0.466,5
1,conj_grid,5,7,10,1,0.183,0.243,5
1,conj_grid,5,8,11,1,0.254,0.242,5
1,conj_grid,5,9,12,1,0.491,0.236,5
1,conj_grid,5,23,13,2,0.156,0.689,5
1,conj_grid,5,24,14,2,0.374,0.684,5
1,conj_grid,5,15,15,2,0.039,0.478,5
1,conj_grid,5,21,16,2,0.573,0.58,5
1,conj_grid,5,17,17,2,0.289,0.46,5
1,conj_grid,5,6,18,2,0.063,0.236,5
1,conj_grid,5,10,19,2,0.672,0.245,5
1,conj_grid,5,1,20,2,0.059,0.019,5
1,conj_grid,5,2,21,2,0.153,0.023,5
1,conj_grid,5,4,22,2,0.483,0.137,5
1,conj_grid,5,5,23,2,0.611,0.114,5
1,conj_grid,5,3,24,2,0.599,0,5
1,conj_grid,6,19,1,1,0.014,0.651,6
1,conj_grid,6,21,2,1,0.372,0.704,6
1,conj_grid,6,12,3,1,0,0.364,6
1,conj_grid,6,14,4,1,0.243,0.453,6
1,conj_grid,6,11,5,1,0.464,0.237,6
1,conj_grid,6,6,6,1,0.031,0.143,6
1,conj_grid,6,7,7,1,0.248,0.118,6
1,conj_grid,6,8,8,1,0.357,0.131,6
1,conj_grid,6,1,9,1,0.024,0,6
1,conj_grid,6,3,10,1,0.256,0.042,6
1,conj_grid,6,4,11,1,0.578,0.016,6
1,conj_grid,6,9,12,1,0.573,0.089,6
1,conj_grid,6,20,13,2,0.249,0.699,6
1,conj_grid,6,22,14,2,0.468,0.677,6
1,conj_grid,6,23,15,2,0.611,0.711,6
1,conj_grid,6,24,16,2,0.68,0.665,6
1,conj_grid,6,18,17,2,0.611,0.606,6
1,conj_grid,6,17,18,2,0.472,0.593,6
1,conj_grid,6,16,19,2,0.16,0.566,6
1,conj_grid,6,13,20,2,0.009,0.494,6
1,conj_grid,6,15,21,2,0.468,0.481,6
1,conj_grid,6,10,22,2,0.378,0.242,6
1,conj_grid,6,2,23,2,0.135,0.037,6
1,conj_grid,6,5,24,2,0.685,0.011,6
1,conj_rot,7,20,1,1,0.21,0.559,1
1,conj_rot,7,19,2,1,0.479,0.641,1
1,conj_rot,7,18,3,1,0.38,0.551,1
1,conj_rot,7,15,4,1,0.618,0.607,1
1,conj_rot,7,16,5,1,0.7,0.705,1
1,conj_rot,7,10,6,1,0.712,0.554,1
1,conj_rot,7,5,7,1,0.915,0.491,1
1,conj_rot,7,21,8,1,0,0.462,1
1,conj_rot,7,12,9,1,0.229,0.23,1
1,conj_rot,7,3,10,1,0.696,0.239,1
1,conj_rot,7,4,11,1,0.796,0.325,1
1,conj_rot,7,6,12,1,0.379,0.09,1
1,conj_rot,7,24,13,2,0.401,0.874,1
1,conj_rot,7,23,14,2,0.305,0.799,1
1,conj_rot,7,22,15,2,0.243,0.687,1
1,conj_rot,7,11,16,2,0.795,0.646,1
1,conj_rot,7,8,17,2,0.844,0.584,1
1,conj_rot,7,17,18,2,0.305,0.471,1
1,conj_rot,7,14,19,2,0.497,0.462,1
1,conj_rot,7,13,20,2,0.302,0.305,1
1,conj_rot,7,9,21,2,0.542,0.378,1
1,conj_rot,7,7,22,2,0.726,0.4,1
1,conj_rot,7,1,23,2,0.467,0,1
1,conj_rot,7,2,24,2,0.55,0.055,1
1,conj_rot,8,23,1,1,0.289,0.79,2
1,conj_rot,8,24,2,1,0.395,0.876,2
1,conj_rot,8,20,3,1,0.446,0.777,2
1,conj_rot,8,17,4,1,0.475,0.635,2
1,conj_rot,8,11,5,1,0.665,0.551,2
1,conj_rot,8,12,6,1,0.774,0.66,2
1,conj_rot,8,18,7,1,0.115,0.478,2
1,conj_rot,8,21,8,1,0,0.502,2
1,conj_rot,8,7,9,1,0.582,0.307,2
1,conj_rot,8,3,10,1,0.835,0.393,2
1,conj_rot,8,5,11,1,0.401,0.072,2
1,conj_rot,8,13,12,1,0.218,0.223,2
1,conj_rot,8,22,13,2,0.054,0.545,2
1,conj_rot,8,19,14,2,0.223,0.546,2
1,conj_rot,8,16,15,2,0.376,0.555,2
1,conj_rot,8,10,16,2,0.617,0.472,2
1,conj_rot,8,8,17,2,0.762,0.473,2
1,conj_rot,8,4,18,2,0.901,0.442,2
1,conj_rot,8,14,19,2,0.095,0.332,2
1,conj_rot,8,15,20,2,0.206,0.388,2
1,conj_rot,8,9,21,2,0.466,0.328,2
1,conj_rot,8,2,22,2,0.552,0.098,2
1,conj_rot,8,6,23,2,0.538,0.207,2
1,conj_rot,8,1,24,2,0.459,0,2
1,conj_rot,9,24,1,1,0.475,0.896,3
1,conj_rot,9,23,2,1,0.268,0.747,3
1,conj_rot,9,20,3,1,0.38,0.679,3
1,conj_rot,9,21,4,1,0.511,0.762,3
1,conj_rot,9,22,5,1,0,0.433,3
1,conj_rot,9,15,6,1,0.543,0.539,3
1,conj_rot,9,14,7,1,0.47,0.467,3
1,conj_rot,9,17,8,1,0.319,0.424,3
1,conj_rot,9,13,9,1,0.399,0.362,3
1,conj_rot,9,8,10,1,0.472,0.318,3
1,conj_rot,9,11,11,1,0.805,0.601,3
1,conj_rot,9,3,12,1,0.948,0.425,3
1,conj_rot,9,18,13,2,0.644,0.765,3
1,conj_rot,9,19,14,2,0.184,0.434,3
1,conj_rot,9,10,15,2,0.639,0.446,3
1,conj_rot,9,9,16,2,0.539,0.362,3
1,conj_rot,9,5,17,2,0.861,0.504,3
1,conj_rot,9,4,18,2,0.708,0.357,3
1,conj_rot,9,2,19,2,0.682,0.206,3
1,conj_rot,9,7,20,2,0.385,0.201,3
1,conj_rot,9,6,21,2,0.319,0.091,3
1,conj_rot,9,1,22,2,0.495,0,3
1,conj_rot,9,16,23,2,0.145,0.275,3
1,conj_rot,9,12,24,2,0.29,0.283,3
1,conj_rot,10,23,1,1,0.466,0.707,4
1,conj_rot,10,20,2,1,0.641,0.685,4
1,conj_rot,10,15,3,1,0.722,0.645,4
1,conj_rot,10,22,4,1,0.217,0.48,4
1,conj_rot,10,10,5,1,0.783,0.536,4
1,conj_rot,10,24,6,1,0,0.393,4
1,conj_rot,10,16,7,1,0.21,0.317,4
1,conj_rot,10,13,8,1,0.382,0.303,4
1,conj_rot,10,8,9,1,0.454,0.233,4
1,conj_rot,10,12,10,1,0.288,0.257,4
1,conj_rot,10,5,11,1,0.445,0.062,4
1,conj_rot,10,4,12,1,0.38,0.02,4
1,conj_rot,10,18,13,2,0.407,0.519,4
1,conj_rot,10,19,14,2,0.543,0.626,4
1,conj_rot,10,14,15,2,0.641,0.522,4
1,conj_rot,10,17,16,2,0.33,0.381,4
1,conj_rot,10,21,17,2,0.078,0.319,4
1,conj_rot,10,11,18,2,0.239,0.183,4
1,conj_rot,10,9,19,2,0.585,0.356,4
1,conj_rot,10,3,20,2,0.935,0.354,4
1,conj_rot,10,7,21,2,0.619,0.248,4
1,conj_rot,10,6,22,2,0.566,0.158,4
1,conj_rot,10,2,23,2,0.626,0.088,4
1,conj_rot,10,1,24,2,0.56,0,4
1,conj_rot,11,16,1,1,0.561,0.82,5
1,conj_rot,11,20,2,1,0.212,0.66,5
1,conj_rot,11,15,3,1,0.298,0.585,5
1,conj_rot,11,18,4,1,0.081,0.497,5
1,conj_rot,11,17,5,1,0,0.429,5
1,conj_rot,11,13,6,1,0.399,0.472,5
1,conj_rot,11,9,7,1,0.595,0.51,5
1,conj_rot,11,10,8,1,0.641,0.555,5
1,conj_rot,11,7,9,1,0.637,0.443,5
1,conj_rot,11,6,10,1,0.571,0.378,5
1,conj_rot,11,5,11,1,0.394,0.186,5
1,conj_rot,11,4,12,1,0.347,0.119,5
1,conj_rot,11,24,13,2,0.293,0.87,5
1,conj_rot,11,21,14,2,0.388,0.786,5
1,conj_rot,11,23,15,2,0.084,0.687,5
1,conj_rot,11,14,16,2,0.506,0.643,5
1,conj_rot,11,11,17,2,0.685,0.651,5
1,conj_rot,11,22,18,2,0.022,0.557,5
1,conj_rot,11,19,19,2,0.144,0.576,5
1,conj_rot,11,12,20,2,0.347,0.442,5
1,conj_rot,11,8,21,2,0.715,0.513,5
1,conj_rot,11,2,22,2,0.618,0.273,5
1,conj_rot,11,3,23,2,0.789,0.401,5
1,conj_rot,11,1,24,2,0.392,0,5
1,conj_rot,12,23,1,1,0.345,0.77,6
1,conj_rot,12,24,2,1,0.44,0.827,6
1,conj_rot,12,14,3,1,0.552,0.686,6
1,conj_rot,12,22,4,1,0.141,0.547,6
1,conj_rot,12,18,5,1,0.274,0.53,6
1,conj_rot,12,9,6,1,0.74,0.513,6
1,conj_rot,12,16,7,1,0.112,0.35,6
1,conj_rot,12,13,8,1,0.165,0.266,6
1,conj_rot,12,8,9,1,0.604,0.371,6
1,conj_rot,12,2,10,1,0.733,0.234,6
1,conj_rot,12,6,11,1,0.336,0.126,6
1,conj_rot,12,5,12,1,0.385,0.069,6
1,conj_rot,12,19,13,2,0.407,0.673,6
1,conj_rot,12,20,14,2,0.514,0.749,6
1,conj_rot,12,15,15,2,0.645,0.761,6
1,conj_rot,12,12,16,2,0.748,0.689,6
1,conj_rot,12,21,17,2,0,0.446,6
1,conj_rot,12,17,18,2,0.181,0.45,6
1,conj_rot,12,11,19,2,0.516,0.451,6
1,conj_rot,12,4,20,2,0.988,0.458,6
1,conj_rot,12,3,21,2,0.85,0.322,6
1,conj_rot,12,7,22,2,0.491,0.3,6
1,conj_rot,12,10,23,2,0.273,0.215,6
1,conj_rot,12,1,24,2,0.488,0,6
1,feat_grid,13,17,1,1,0.24,0.595,1
1,feat_grid,13,12,2,1,0.152,0.459,1
1,feat_grid,13,19,3,1,0.491,0.581,1
1,feat_grid,13,22,4,1,0.49,0.688,1
1,feat_grid,13,24,5,1,0.675,0.692,1
1,feat_grid,13,21,6,1,0.716,0.573,1
1,feat_grid,13,15,7,1,0.693,0.458,1
1,feat_grid,13,7,8,1,0.122,0.252,1
1,feat_grid,13,5,9,1,0.159,0.133,1
1,feat_grid,13,9,10,1,0.605,0.229,1
1,feat_grid,13,6,11,1,0.705,0.108,1
1,feat_grid,13,4,12,1,0.692,0,1
1,feat_grid,13,3,13,2,0.502,0.021,1
1,feat_grid,13,2,14,2,0.372,0.023,1
1,feat_grid,13,1,15,2,0.114,0.043,1
1,feat_grid,13,8,16,2,0.361,0.209,1
1,feat_grid,13,10,17,2,0.605,0.337,1
1,feat_grid,13,14,18,2,0.48,0.464,1
1,feat_grid,13,18,19,2,0.363,0.567,1
1,feat_grid,13,13,20,2,0.251,0.463,1
1,feat_grid,13,11,21,2,0,0.448,1
1,feat_grid,13,16,22,2,0.032,0.597,1
1,feat_grid,13,20,23,2,0.572,0.599,1
1,feat_grid,13,23,24,2,0.573,0.689,1
1,feat_grid,14,17,1,1,0.012,0.616,2
1,feat_grid,14,18,2,1,0.337,0.598,2
1,feat_grid,14,23,3,1,0.452,0.713,2
1,feat_grid,14,14,4,1,0.001,0.477,2
1,feat_grid,14,12,5,1,0.007,0.372,2
1,feat_grid,14,15,6,1,0.578,0.499,2
1,feat_grid,14,16,7,1,0.699,0.501,2
1,feat_grid,14,13,8,1,0.673,0.373,2
1,feat_grid,14,9,9,1,0.461,0.168,2
1,feat_grid,14,8,10,1,0.348,0.15,2
1,feat_grid,14,7,11,1,0.243,0.181,2
1,feat_grid,14,6,12,1,0.66,0,2
1,feat_grid,14,5,13,2,0.576,0.026,2
1,feat_grid,14,4,14,2,0.347,0.053,2
1,feat_grid,14,3,15,2,0.21,0.061,2
1,feat_grid,14,2,16,2,0.156,0.039,2
1,feat_grid,14,1,17,2,0,0.013,2
1,feat_grid,14,11,18,2,0.577,0.264,2
1,feat_grid,14,10,19,2,0.461,0.283,2
1,feat_grid,14,21,20,2,0.701,0.618,2
1,feat_grid,14,24,21,2,0.671,0.7,2
1,feat_grid,14,20,22,2,0.561,0.593,2
1,feat_grid,14,19,23,2,0.462,0.586,2
1,feat_grid,14,22,24,2,0.337,0.706,2
1,feat_grid,15,17,1,2,0.013,0.588,3
1,feat_grid,15,18,2,1,0.341,0.616,3
1,feat_grid,15,20,3,1,0.56,0.598,3
1,feat_grid,15,13,4,1,0.137,0.504,3
1,feat_grid,15,11,5,1,0.159,0.346,3
1,feat_grid,15,8,6,1,0,0.268,3
1,feat_grid,15,9,7,1,0.284,0.238,3
1,feat_grid,15,10,8,1,0.591,0.265,3
1,feat_grid,15,6,9,1,0.381,0.151,3
1,feat_grid,15,5,10,1,0.022,0.128,3
1,feat_grid,15,1,11,1,0.029,0,3
1,feat_grid,15,2,12,1,0.17,0.036,3
1,feat_grid,15,3,13,1,0.46,0.008,3
1,feat_grid,15,4,14,2,0.68,0.03,3
1,feat_grid,15,7,15,2,0.674,0.15,3
1,feat_grid,15,12,16,2,0.661,0.379,3
1,feat_grid,15,16,17,2,0.605,0.488,3
1,feat_grid,15,15,18,2,0.482,0.488,3
1,feat_grid,15,14,19,2,0.352,0.487,3
1,feat_grid,15,19,20,2,0.453,0.585,3
1,feat_grid,15,21,21,2,0.705,0.616,3
1,feat_grid,15,24,22,2,0.44,0.716,3
1,feat_grid,15,23,23,2,0.237,0.701,3
1,feat_grid,15,22,24,2,0.135,0.717,3
1,feat_grid,16,18,1,1,0.12,0.597,4
1,feat_grid,16,19,2,1,0.228,0.584,4
1,feat_grid,16,22,3,1,0.348,0.672,4
1,feat_grid,16,24,4,1,0.59,0.725,4
1,feat_grid,16,17,5,1,0.556,0.468,4
1,feat_grid,16,16,6,1,0.36,0.447,4
1,feat_grid,16,14,7,1,0.6,0.354,4
1,feat_grid,16,10,8,1,0.112,0.238,4
1,feat_grid,16,6,9,1,0.464,0.154,4
1,feat_grid,16,7,10,1,0.568,0.136,4
1,feat_grid,16,4,11,1,0.663,0.017,4
1,feat_grid,16,1,12,1,0,0.009,4
1,feat_grid,16,2,13,2,0.237,0,4
1,feat_grid,16,3,14,2,0.585,0.008,4
1,feat_grid,16,8,15,2,0.667,0.096,4
1,feat_grid,16,5,16,2,0.17,0.157,4
1,feat_grid,16,11,17,2,0.449,0.241,4
1,feat_grid,16,13,18,2,0.45,0.324,4
1,feat_grid,16,9,19,2,0.023,0.257,4
1,feat_grid,16,12,20,2,0.232,0.399,4
1,feat_grid,16,15,21,2,0.1,0.476,4
1,feat_grid,16,20,22,2,0.564,0.585,4
1,feat_grid,16,23,23,2,0.441,0.695,4
1,feat_grid,16,21,24,2,0.014,0.687,4
1,feat_grid,17,22,1,1,0.147,0.701,5
1,feat_grid,17,20,2,1,0.343,0.594,5
1,feat_grid,17,23,3,1,0.359,0.692,5
1,feat_grid,17,16,4,1,0.118,0.468,5
1,feat_grid,17,14,5,1,0.359,0.376,5
1,feat_grid,17,18,6,1,0.566,0.463,5
1,feat_grid,17,19,7,1,0.675,0.493,5
1,feat_grid,17,8,8,1,0,0.246,5
1,feat_grid,17,9,9,1,0.105,0.226,5
1,feat_grid,17,1,10,1,0.036,0.023,5
1,feat_grid,17,6,11,1,0.457,0.096,5
1,feat_grid,17,5,12,1,0.714,0.019,5
1,feat_grid,17,4,13,2,0.578,0.001,5
1,feat_grid,17,3,14,2,0.433,0,5
1,feat_grid,17,2,15,2,0.123,0.02,5
1,feat_grid,17,7,16,2,0.556,0.139,5
1,feat_grid,17,12,17,2,0.673,0.259,5
1,feat_grid,17,11,18,2,0.552,0.262,5
1,feat_grid,17,10,19,2,0.461,0.254,5
1,feat_grid,17,15,20,2,0.6,0.353,5
1,feat_grid,17,13,21,2,0.243,0.37,5
1,feat_grid,17,17,22,2,0.343,0.511,5
1,feat_grid,17,21,23,2,0.559,0.575,5
1,feat_grid,17,24,24,2,0.464,0.692,5
1,feat_grid,18,24,1,1,0.361,0.695,6
1,feat_grid,18,20,2,1,0.267,0.542,6
1,feat_grid,18,16,3,1,0.499,0.462,6
1,feat_grid,18,21,4,1,0.697,0.605,6
1,feat_grid,18,15,5,1,0.236,0.441,6
1,feat_grid,18,12,6,1,0.243,0.367,6
1,feat_grid,18,11,7,1,0.136,0.353,6
1,feat_grid,18,10,8,1,0.043,0.35,6
1,feat_grid,18,7,9,1,0.14,0.216,6
1,feat_grid,18,14,10,1,0.687,0.354,6
1,feat_grid,18,9,11,1,0.696,0.267,6
1,feat_grid,18,3,12,1,0,0.138,6
1,feat_grid,18,2,13,2,0.379,0.03,6
1,feat_grid,18,1,14,2,0.229,0,6
1,feat_grid,18,6,15,2,0.349,0.128,6
1,feat_grid,18,5,16,2,0.265,0.147,6
1,feat_grid,18,4,17,2,0.127,0.134,6
1,feat_grid,18,8,18,2,0.587,0.253,6
1,feat_grid,18,13,19,2,0.48,0.34,6
1,feat_grid,18,17,20,2,0.606,0.482,6
1,feat_grid,18,18,21,2,0.73,0.472,6
1,feat_grid,18,19,22,2,0.031,0.607,6
1,feat_grid,18,22,23,2,0.021,0.681,6
1,feat_grid,18,23,24,2,0.166,0.679,6
1,feat_rot,19,24,1,1,0.319,0.813,1
1,feat_rot,19,23,2,1,0.262,0.747,1
1,feat_rot,19,22,3,1,0.169,0.66,1
1,feat_rot,19,19,4,1,0.232,0.6,1
1,feat_rot,19,20,5,1,0,0.538,1
1,feat_rot,19,16,6,1,0.482,0.672,1
1,feat_rot,19,11,7,1,0.642,0.516,1
1,feat_rot,19,15,8,1,0.193,0.342,1
1,feat_rot,19,10,9,1,0.432,0.275,1
1,feat_rot,19,6,10,1,0.676,0.336,1
1,feat_rot,19,4,11,1,0.44,0.13,1
1,feat_rot,19,1,12,1,0.487,0.019,1
1,feat_rot,19,3,13,2,0.362,0,1
1,feat_rot,19,5,14,2,0.505,0.161,1
1,feat_rot,19,9,15,2,0.251,0.101,1
1,feat_rot,19,13,16,2,0.247,0.26,1
1,feat_rot,19,14,17,2,0.1,0.234,1
1,feat_rot,19,17,18,2,0.108,0.395,1
1,feat_rot,19,18,19,2,0.146,0.504,1
1,feat_rot,19,21,20,2,0.102,0.592,1
1,feat_rot,19,12,21,2,0.694,0.594,1
1,feat_rot,19,8,22,2,0.842,0.5,1
1,feat_rot,19,7,23,2,0.739,0.427,1
1,feat_rot,19,2,24,2,0.817,0.322,1
1,feat_rot,20,21,1,1,0.09,0.516,2
1,feat_rot,20,20,2,1,0,0.446,2
1,feat_rot,20,17,3,1,0.427,0.524,2
1,feat_rot,20,14,4,1,0.561,0.497,2
1,feat_rot,20,10,5,1,0.642,0.428,2
1,feat_rot,20,11,6,1,0.746,0.495,2
1,feat_rot,20,6,7,1,0.787,0.433,2
1,feat_rot,20,16,8,1,0.752,0.649,2
1,feat_rot,20,2,9,1,0.827,0.302,2
1,feat_rot,20,9,10,1,0.49,0.26,2
1,feat_rot,20,7,11,1,0.336,0.125,2
1,feat_rot,20,18,12,1,0.12,0.36,2
1,feat_rot,20,4,13,2,0.414,0,2
1,feat_rot,20,1,14,2,0.64,0.105,2
1,feat_rot,20,8,15,2,0.411,0.215,2
1,feat_rot,20,13,16,2,0.263,0.198,2
1,feat_rot,20,5,17,2,0.722,0.337,2
1,feat_rot,20,3,18,2,0.878,0.33,2
1,feat_rot,20,12,19,2,0.801,0.58,2
1,feat_rot,20,15,20,2,0.657,0.601,2
1,feat_rot,20,19,21,2,0.43,0.647,2
1,feat_rot,20,22,22,2,0.259,0.637,2
1,feat_rot,20,23,23,2,0.412,0.8,2
1,feat_rot,20,24,24,2,0.499,0.92,2
1,feat_rot,21,24,1,1,0.476,0.824,3
1,feat_rot,21,19,2,1,0.629,0.676,3
1,feat_rot,21,15,3,1,0.712,0.634,3
1,feat_rot,21,14,4,1,0.633,0.504,3
1,feat_rot,21,10,5,1,0.782,0.529,3
1,feat_rot,21,13,6,1,0.448,0.367,3
1,feat_rot,21,16,7,1,0.29,0.379,3
1,feat_rot,21,11,8,1,0.225,0.15,3
1,feat_rot,21,5,9,1,0.56,0.13,3
1,feat_rot,21,4,10,1,0.4,0,3
1,feat_rot,21,1,11,1,0.629,0.033,3
1,feat_rot,21,3,12,1,0.906,0.38,3
1,feat_rot,21,2,13,2,0.876,0.31,3
1,feat_rot,21,6,14,2,0.655,0.202,3
1,feat_rot,21,7,15,2,0.543,0.265,3
1,feat_rot,21,12,16,2,0.307,0.216,3
1,feat_rot,21,21,17,2,0,0.341,3
1,feat_rot,21,8,18,2,0.631,0.376,3
1,feat_rot,21,9,19,2,0.697,0.458,3
1,feat_rot,21,18,20,2,0.525,0.599,3
1,feat_rot,21,17,21,2,0.482,0.512,3
1,feat_rot,21,20,22,2,0.527,0.756,3
1,feat_rot,21,23,23,2,0.304,0.647,3
1,feat_rot,21,22,24,2,0.252,0.622,3
1,feat_rot,22,24,1,1,0.135,0.775,4
1,feat_rot,22,20,2,1,0.242,0.705,4
1,feat_rot,22,21,3,1,0.293,0.769,4
1,feat_rot,22,13,4,1,0.554,0.682,4
1,feat_rot,22,15,5,1,0.152,0.447,4
1,feat_rot,22,16,6,1,0.246,0.482,4
1,feat_rot,22,9,7,1,0.553,0.494,4
1,feat_rot,22,10,8,1,0.18,0.287,4
1,feat_rot,22,7,9,1,0.147,0.137,4
1,feat_rot,22,5,10,1,0.38,0.214,4
1,feat_rot,22,2,11,1,0.56,0.193,4
1,feat_rot,22,3,12,1,0.713,0.352,4
1,feat_rot,22,1,13,2,0.312,0,4
1,feat_rot,22,8,14,2,0.266,0.226,4
1,feat_rot,22,11,15,2,0.261,0.364,4
1,feat_rot,22,14,16,2,0.095,0.37,4
1,feat_rot,22,4,17,2,0.798,0.463,4
1,feat_rot,22,6,18,2,0.702,0.548,4
1,feat_rot,22,12,19,2,0.383,0.506,4
1,feat_rot,22,19,20,2,0.167,0.592,4
1,feat_rot,22,18,21,2,0.09,0.548,4
1,feat_rot,22,23,22,2,0.065,0.684,4
1,feat_rot,22,22,23,2,0,0.633,4
1,feat_rot,22,17,24,2,0.483,0.76,4
1,feat_rot,23,23,1,1,0.336,0.859,5
1,feat_rot,23,22,2,1,0.277,0.786,5
1,feat_rot,23,16,3,1,0.569,0.78,5
1,feat_rot,23,12,4,1,0.657,0.722,5
1,feat_rot,23,19,5,1,0,0.6,5
1,feat_rot,23,9,6,1,0.655,0.568,5
1,feat_rot,23,8,7,1,0.589,0.46,5
1,feat_rot,23,13,8,1,0.202,0.386,5
1,feat_rot,23,10,9,1,0.182,0.284,5
1,feat_rot,23,4,10,1,0.718,0.445,5
1,feat_rot,23,2,11,1,0.743,0.315,5
1,feat_rot,23,1,12,1,0.398,0,5
